,GJD-2450000,exptime,airmass,sky(ADU),dx(pix),dy(pix),fwhm(pix),peak(ADU),frame,flux(r=4.0),err(r=4.0),flux_comp(r=4.0),flux(r=6.0),err(r=6.0),flux_comp(r=6.0),flux(r=8.0),err(r=8.0),flux_comp(r=8.0),flux(r=10.0),err(r=10.0),flux_comp(r=10.0),flux(r=12.0),err(r=12.0),flux_comp(r=12.0),flux(r=14.0),err(r=14.0),flux_comp(r=14.0),flux(r=16.0),err(r=16.0),flux_comp(r=16.0),flux(r=18.0),err(r=18.0),flux_comp(r=18.0),Unnamed: 33
0,9206.698506,265.0,1.6925,6703.3,1.77,0.502,4.59,116510.1,ogg2m001-ep02-20201222-0052-e91,0.988944,0.001443,1620036,0.9934790000000001,0.0014880000000000002,1961498,0.9955370000000001,0.0016489999999999999,2090009,0.9946020000000001,0.0018620000000000002,2150271,0.995117,0.002105,2182738,0.9926450000000001,0.002368,2201190,0.9936389999999999,0.002647,2211778,0.994289,0.002941,2217753,
1,9206.701613,265.0,1.6639,3915.8,1.706,0.875,4.6,116313.6,ogg2m001-ep02-20201222-0053-e91,0.988339,0.001348,1622064,0.9935069999999999,0.001347,1962096,0.9955879999999999,0.001446,2091610,0.99475,0.00159,2152318,0.995524,0.0017620000000000001,2184102,0.9933930000000001,0.001952,2202541,0.9943059999999999,0.002157,2214118,0.9951549999999999,0.002374,2223344,
2,9206.704770999999,265.0,1.6362,2852.9,1.443,0.985,4.73,116194.9,ogg2m001-ep02-20201222-0054-e91,0.986368,0.001328,1585575,0.9927309999999999,0.0012929999999999999,1951923,0.9927159999999999,0.001358,2090776,0.9940610000000001,0.001471,2154512,0.9944200000000001,0.0016079999999999998,2188421,0.994058,0.0017629999999999998,2207152,0.994605,0.0019320000000000001,2218917,0.993394,0.002112,2227578,
3,9206.707881999999,265.0,1.6101,2443.8,1.2329999999999999,0.9209999999999999,4.25,122179.7,ogg2m001-ep02-20201222-0055-e91,0.9962120000000001,0.001259,1726578,1.000428,0.00125,2014022,1.001028,0.001317,2119712,1.000944,0.0014210000000000002,2169870,1.002114,0.0015480000000000001,2197731,1.001314,0.001691,2212681,1.001301,0.001846,2222262,1.001572,0.002012,2228706,
4,9206.710993,265.0,1.5852,2271.2,1.149,0.907,4.33,122875.8,ogg2m001-ep02-20201222-0056-e91,1.006081,0.001236,1806000,1.005476,0.001235,2050012,1.00524,0.001303,2138839,1.005709,0.0014039999999999999,2182210,1.005041,0.001526,2205937,1.003741,0.0016649999999999998,2220382,1.003808,0.001816,2230342,1.0038,0.001977,2236923,
5,9206.714098,265.0,1.5614,2190.9,0.83,0.857,4.28,122877.5,ogg2m001-ep02-20201222-0057-e91,1.0143799999999998,0.001227,1851079,1.009978,0.0012259999999999999,2075716,1.008443,0.0012900000000000001,2157101,1.008826,0.001389,2196274,1.009515,0.001507,2216784,1.010471,0.001643,2230102,1.010933,0.0017879999999999999,2238907,1.010318,0.0019440000000000002,2245641,
6,9206.717214,265.0,1.5386,2154.3,0.7040000000000001,0.879,4.2,122876.9,ogg2m001-ep02-20201222-0058-e91,1.012133,0.0012230000000000001,1855213,1.007498,0.001221,2078266,1.0071299999999999,0.001285,2159600,1.007975,0.001382,2198963,1.008133,0.0014990000000000001,2220257,1.007978,0.001632,2232225,1.007634,0.0017760000000000002,2240219,1.007228,0.001929,2247845,
7,9206.720322,265.0,1.5168,2132.2,0.5579999999999999,0.833,4.41,122877.8,ogg2m001-ep02-20201222-0059-e91,1.00356,0.0012259999999999999,1805168,1.0030729999999999,0.001217,2056223,1.003333,0.001277,2149087,1.004046,0.00137,2194521,1.004033,0.001484,2219793,1.0036209999999999,0.001614,2233871,1.00348,0.001755,2243793,1.003149,0.001906,2250930,
8,9206.72343,265.0,1.496,2111.8,0.847,0.8370000000000001,4.45,122059.6,ogg2m001-ep02-20201222-0060-e91,0.9878610000000001,0.001248,1706202,0.9926709999999999,0.001225,2014301,0.9933709999999999,0.00128,2128311,0.993498,0.001372,2180950,0.9940950000000001,0.001486,2209278,0.993209,0.001615,2226357,0.9929629999999999,0.001756,2238130,0.992258,0.0019079999999999998,2246465,
9,9206.726543,265.0,1.476,2093.7,0.648,0.385,4.68,122060.2,ogg2m001-ep02-20201222-0061-e91,0.9819200000000001,0.001242,1703179,0.9879030000000001,0.001218,2012390,0.989157,0.001273,2126946,0.988658,0.001362,2181840,0.9889469999999999,0.001474,2211507,0.9880040000000001,0.0016,2230887,0.9888450000000001,0.0017399999999999998,2241458,0.9883379999999999,0.001889,2248967,
10,9206.729653,265.0,1.4569,2078.9,0.551,0.496,4.15,122576.4,ogg2m001-ep02-20201222-0062-e91,0.98756,0.001236,1743602,0.987669,0.001217,2023502,0.9887819999999999,0.001273,2132351,0.9890690000000001,0.001364,2185016,0.9891030000000001,0.0014759999999999999,2213942,0.988664,0.001604,2231238,0.989445,0.001744,2242178,0.9889760000000001,0.001894,2249600,
11,9206.732764,265.0,1.4387,2063.1,0.319,0.89,4.13,122820.6,ogg2m001-ep02-20201222-0063-e91,1.001743,0.001215,1845922,0.997624,0.001209,2075284,0.9973989999999999,0.0012699999999999999,2164063,0.9969399999999999,0.001363,2206716,0.997508,0.001477,2231102,0.997876,0.001607,2245508,0.9978809999999999,0.0017460000000000002,2255560,0.9975860000000001,0.001895,2264245,
12,9206.735875,265.0,1.4212,2044.9,0.366,0.909,4.22,122575.5,ogg2m001-ep02-20201222-0064-e91,0.980477,0.001227,1739303,0.984886,0.0012109999999999998,2023737,0.986349,0.001265,2133242,0.9871719999999999,0.001354,2187167,0.9870129999999999,0.001464,2217286,0.9855280000000001,0.001588,2235987,0.984712,0.0017239999999999998,2247743,0.985029,0.001872,2257069,
13,9206.738984,265.0,1.4044,2024.4,0.12,0.34700000000000003,4.19,122574.8,ogg2m001-ep02-20201222-0065-e91,0.9859829999999999,0.0012230000000000001,1768708,0.9889479999999999,0.0012109999999999998,2038582,0.989419,0.001268,2141402,0.990065,0.001359,2192479,0.9901629999999999,0.001469,2220896,0.9892639999999999,0.001596,2239797,0.9892989999999999,0.0017329999999999997,2252203,0.988993,0.0018800000000000002,2261408,
14,9206.742093,265.0,1.3884,2013.0,-0.057,0.278,4.3,122574.3,ogg2m001-ep02-20201222-0066-e91,0.991258,0.001221,1790027,0.9903270000000001,0.001206,2052651,0.991553,0.0012619999999999999,2152151,0.991417,0.001351,2202059,0.991642,0.00146,2229742,0.991766,0.001586,2246232,0.991821,0.001721,2257929,0.991816,0.0018670000000000002,2266666,
15,9206.745205,265.0,1.3731,1989.4,0.09,0.22399999999999998,4.32,122572.1,ogg2m001-ep02-20201222-0067-e91,0.984359,0.001221,1762492,0.986817,0.001204,2040740,0.987924,0.001257,2147435,0.987985,0.001344,2200043,0.9884809999999999,0.001452,2229030,0.987806,0.001575,2247194,0.98815,0.0017079999999999999,2260531,0.987933,0.001852,2269047,
16,9206.748317,265.0,1.3584,1965.1,-0.013999999999999999,0.115,4.39,122571.3,ogg2m001-ep02-20201222-0068-e91,1.009082,0.0012230000000000001,1833179,1.0,0.001206,2073213,1.000137,0.0012619999999999999,2167362,1.0,0.00135,2213482,1.0,0.001459,2239517,1.0,0.001584,2255927,1.0,0.001718,2266958,0.9991709999999999,0.0018629999999999999,2275571,
17,9206.751426,265.0,1.3444,1944.9,0.0,0.073,4.34,122572.7,ogg2m001-ep02-20201222-0069-e91,0.999758,0.001217,1810081,0.9955729999999999,0.0012,2063264,0.9954850000000001,0.001254,2159977,0.9960899999999999,0.001341,2207340,0.9967969999999999,0.001448,2234437,0.997109,0.0015710000000000001,2251067,0.997345,0.001704,2262046,0.996085,0.001847,2270623,
18,9206.754535,265.0,1.3309,1922.0,0.06,0.092,4.39,122573.9,ogg2m001-ep02-20201222-0070-e91,1.006536,0.001208,1862617,0.999611,0.001196,2092117,0.998351,0.001251,2178814,0.9986430000000001,0.00134,2221899,0.999398,0.0014470000000000002,2245640,0.999849,0.0015710000000000001,2260273,0.9999389999999999,0.001704,2270320,1.00023,0.001847,2276845,
19,9206.757644,265.0,1.3181,1907.8,0.11,0.013999999999999999,4.25,122353.8,ogg2m001-ep02-20201222-0071-e91,0.991043,0.001218,1765973,0.99349,0.001198,2046686,0.9949459999999999,0.001248,2152871,0.995927,0.0013310000000000002,2204325,0.9965120000000001,0.0014349999999999999,2233412,0.996949,0.001553,2251505,0.9968040000000001,0.0016820000000000001,2263651,0.99571,0.0018210000000000001,2272267,
20,9206.760751,265.0,1.3058,1897.0,0.016,-0.075,4.36,122350.9,ogg2m001-ep02-20201222-0072-e91,0.99677,0.001221,1769800,0.997868,0.0012,2045947,0.998604,0.00125,2151753,0.998908,0.001332,2204345,0.999137,0.001434,2234834,0.998815,0.001552,2252820,0.999403,0.00168,2265528,1.0,0.001819,2275115,
21,9206.763865,265.0,1.2941,1879.9,-0.047,0.0,4.13,122571.4,ogg2m001-ep02-20201222-0073-e91,1.017392,0.001218,1841023,1.010713,0.001201,2079234,1.010478,0.001253,2171318,1.01076,0.0013369999999999999,2217862,1.0113290000000001,0.00144,2244029,1.011049,0.001559,2260430,1.009625,0.0016879999999999998,2272759,1.009412,0.001827,2281472,
22,9206.76697,265.0,1.2829,1860.3,-0.36200000000000004,-0.11900000000000001,4.13,122571.0,ogg2m001-ep02-20201222-0074-e91,1.024939,0.00121,1894462,1.01552,0.001196,2111274,1.014337,0.0012490000000000001,2194203,1.015159,0.001333,2235877,1.015431,0.001436,2259336,1.016985,0.001556,2273400,1.017331,0.001685,2283198,1.0164389999999999,0.001823,2289983,
23,9206.770082,265.0,1.2722,1844.8,-0.264,-0.107,4.14,122572.3,ogg2m001-ep02-20201222-0075-e91,1.015732,0.001209,1859305,1.011046,0.001192,2099737,1.011053,0.001242,2190795,1.0115129999999999,0.001324,2235607,1.011332,0.001425,2260419,1.011677,0.001542,2276089,1.011385,0.0016690000000000001,2286784,1.010731,0.001805,2294269,
24,9206.773194,265.0,1.262,1825.3,0.146,-0.622,4.24,122349.7,ogg2m001-ep02-20201222-0076-e91,1.013845,0.001213,1839202,1.009776,0.001194,2089662,1.0095809999999998,0.0012439999999999999,2184946,1.008807,0.001326,2232362,1.0096370000000001,0.001428,2257819,1.009827,0.001545,2274158,1.009393,0.0016710000000000002,2285412,1.010316,0.001809,2293407,
25,9206.776304,265.0,1.2523,1816.0,-0.08,-0.7879999999999999,4.4,123087.3,ogg2m001-ep02-20201222-0077-e91,1.010781,0.0012029999999999999,1862677,1.0090139999999999,0.001189,2109099,1.008437,0.00124,2200615,1.009236,0.001323,2245810,1.0095319999999999,0.001425,2270710,1.010124,0.0015429999999999999,2286266,1.009732,0.0016699999999999998,2297827,1.009686,0.001808,2306988,
26,9206.779413,265.0,1.243,1800.7,-0.077,-0.675,4.47,123087.3,ogg2m001-ep02-20201222-0078-e91,1.02657,0.0011970000000000001,1929191,1.019408,0.001188,2138783,1.018527,0.001242,2214937,1.019096,0.001326,2252856,1.019526,0.001428,2274711,1.020191,0.001547,2288865,1.020096,0.001674,2298975,1.019867,0.001811,2306708,
27,9206.78252,265.0,1.2342,1784.2,-0.218,-0.6890000000000001,4.37,123087.0,ogg2m001-ep02-20201222-0079-e91,1.0331,0.001204,1935806,1.02191,0.001192,2138882,1.0195239999999999,0.001245,2214096,1.0187389999999998,0.0013289999999999999,2251620,1.019104,0.001431,2272556,1.020155,0.001551,2286691,1.019491,0.001678,2295584,1.019628,0.0018149999999999998,2304085,
28,9206.785635,265.0,1.2259,1775.7,0.024,-0.919,4.42,122674.6,ogg2m001-ep02-20201222-0080-e91,1.0067,0.001208,1823204,1.008429,0.001189,2086339,1.008003,0.001236,2182407,1.008519,0.0013160000000000001,2229867,1.009754,0.001415,2256929,1.008892,0.001529,2274312,1.0093450000000002,0.0016530000000000002,2286380,1.008546,0.001786,2294595,
29,9206.78874,265.0,1.2179,1769.6,-0.273,-0.915,4.44,123085.9,ogg2m001-ep02-20201222-0081-e91,1.002897,0.001212,1802244,1.005351,0.00119,2076775,1.00536,0.0012380000000000002,2177341,1.005575,0.001318,2225866,1.005208,0.001417,2254192,1.003857,0.001531,2272766,1.003447,0.001655,2286029,1.003454,0.00179,2295159,
