,GJD-2450000,exptime,airmass,sky(ADU),dx(pix),dy(pix),fwhm(pix),peak(ADU),frame,flux(r=4.0),err(r=4.0),flux_comp(r=4.0),flux(r=6.0),err(r=6.0),flux_comp(r=6.0),flux(r=8.0),err(r=8.0),flux_comp(r=8.0),flux(r=10.0),err(r=10.0),flux_comp(r=10.0),flux(r=12.0),err(r=12.0),flux_comp(r=12.0),flux(r=14.0),err(r=14.0),flux_comp(r=14.0),flux(r=16.0),err(r=16.0),flux_comp(r=16.0),flux(r=18.0),err(r=18.0),flux_comp(r=18.0),Unnamed: 33
0,9206.698708,300.0,1.6907,7447.1,2.907,1.261,5.97,121111.1,ogg2m001-ep04-20201222-0051-e91,0.978982,0.003475,4415894,1.0065879999999998,0.003783,5962010,1.010882,0.004427,6557518,1.007406,0.0052,6808996,1.007523,0.006053,6930228,1.005884,0.006952,6997095,1.0062,0.0079,7038222,1.0057559999999999,0.008868000000000001,7065972,
1,9206.702222,300.0,1.6586,4260.4,2.436,1.5290000000000001,5.97,120829.8,ogg2m001-ep04-20201222-0052-e91,0.980517,0.003012,4368404,1.009789,0.003156,5916392,1.0158129999999999,0.003585,6545893,1.012656,0.004131,6818223,1.012613,0.00475,6952239,1.011592,0.00541,7024522,1.008392,0.006114,7069743,1.009771,0.006837,7098927,
2,9206.705733,300.0,1.6281,3129.9,2.417,1.26,5.85,120811.6,ogg2m001-ep04-20201222-0053-e91,0.968518,0.002803,4389610,1.0029540000000001,0.0028899999999999998,5946074,1.006108,0.003232,6576201,1.003396,0.0036869999999999997,6847084,1.00373,0.00421,6979875,1.002432,0.0047729999999999995,7054550,1.0038850000000001,0.005374,7098781,1.003335,0.005993,7129650,
3,9206.709242,300.0,1.5991,2730.8,2.177,1.337,5.53,121022.2,ogg2m001-ep04-20201222-0054-e91,0.989826,0.002574,4699102,1.0007489999999999,0.002676,6272191,1.004875,0.003034,6740915,1.003099,0.003474,6936923,1.001119,0.003967,7035607,1.001442,0.004493,7092570,1.002037,0.005055,7129996,1.002838,0.005632,7155268,
4,9206.712759999999,300.0,1.5716,2587.0,1.798,1.5,5.19,121000.6,ogg2m001-ep04-20201222-0055-e91,0.997864,0.002473,4853501,0.9963569999999999,0.0025800000000000003,6441378,1.005176,0.002941,6839595,1.005492,0.0033710000000000003,7006553,1.0041879999999999,0.0038469999999999997,7091038,1.002535,0.004357,7138218,1.004875,0.004899000000000001,7171135,1.0043799999999998,0.005457,7195983,
5,9206.716268,300.0,1.5454,2527.0,1.6669999999999998,1.258,5.23,121081.5,ogg2m001-ep04-20201222-0056-e91,1.0,0.002477,4825532,0.9987729999999999,0.002577,6435710,1.002278,0.002927,6858477,1.00375,0.0033520000000000004,7029527,1.0048549999999998,0.003825,7116489,1.005674,0.0043289999999999995,7166070,1.009501,0.004868,7199872,1.008901,0.005419,7223733,
6,9206.719788,300.0,1.5205,2493.0,1.6269999999999998,1.16,5.45,121052.7,ogg2m001-ep04-20201222-0057-e91,0.992876,0.0024879999999999998,4787186,0.9954129999999999,0.002571,6397955,0.9998290000000001,0.0029059999999999997,6847175,0.9967360000000001,0.0033159999999999995,7036723,0.996268,0.0037770000000000004,7131946,0.99459,0.004268999999999999,7187815,0.994798,0.004795000000000001,7223218,0.9920629999999999,0.005336,7248336,
7,9206.723301,300.0,1.4969,2465.2,1.382,1.222,5.82,120786.7,ogg2m001-ep04-20201222-0058-e91,0.9658110000000001,0.0025559999999999997,4636746,0.99225,0.002628,6202874,0.995715,0.002933,6757963,0.9936649999999999,0.0033299999999999996,6994393,0.9931469999999999,0.003783,7113381,0.9912040000000001,0.00427,7181819,0.992081,0.004792,7226139,0.992809,0.00533,7257451,
8,9206.726812,300.0,1.4744,2437.2,1.2930000000000001,1.077,5.71,120619.3,ogg2m001-ep04-20201222-0059-e91,0.9625309999999999,0.002553,4591697,0.9876209999999999,0.002611,6160349,0.991358,0.0029010000000000004,6734876,0.989252,0.003283,6985827,0.989541,0.0037229999999999997,7111910,0.9910950000000001,0.0041990000000000005,7183828,0.988073,0.0047079999999999995,7229565,0.9864870000000001,0.005233,7262928,
9,9206.730326,300.0,1.453,2409.2,1.0959999999999999,1.0170000000000001,5.23,121294.7,ogg2m001-ep04-20201222-0060-e91,0.984872,0.002482,4729062,0.989445,0.00256,6360500,0.9958030000000001,0.002879,6837835,0.995373,0.0032770000000000004,7048330,0.994034,0.003722,7158746,0.993059,0.004202,7222613,0.994189,0.004713,7265498,0.995626,0.005241,7295532,
